"zone_id","week","n_outbreak","species","lag","lag_abd_pt","lag_mean_grd","lag_max_grd"
638,15,1,"comgol",0,0.0786662176763144,0.518209745144022,3.49626159667969
638,15,1,"norsho",-3,0.161935949067782,1.25398531864429,5.00077724456787
638,15,1,"norsho",-2,4.02551421909348,2.68740177976674,7.94715785980225
638,15,1,"norsho",-1,3.97974753259755,2.86539282469914,8.26990509033203
638,15,1,"norsho",0,5.51428784037056,4.48859115304618,9.5412654876709
638,15,1,"buffle",-3,0.829001654954503,0.792136681490931,3.86025905609131
638,15,1,"buffle",-2,1.16794069142477,1.25807832849437,6.83474254608154
638,15,1,"buffle",-1,1.22150457740945,1.77102711693994,12.0383234024048
638,15,1,"buffle",0,1.28146389768687,1.79875545666136,10.8913106918335
638,15,1,"lessca",-3,4.31921204427844,3.16410321202771,12.9199647903442
638,15,1,"lessca",-2,9.23133462177695,5.85293812587343,19.1543273925781
638,15,1,"lessca",-1,7.78176570673353,5.82442582886795,23.6803874969482
638,15,1,"lessca",0,6.13578185298163,5.35151706892869,19.3645343780518
638,15,1,"rebmer",-3,0.0232059921995541,0.0513107653321891,0.866361737251282
638,15,1,"rebmer",-2,0.0401327144033327,0.119451128203293,1.30958724021912
638,15,1,"rebmer",-1,0.048807761716829,0.173693126645581,1.3935239315033
638,15,1,"rebmer",0,0.0623157000939323,0.215193057882375,1.66933536529541
638,15,1,"gnwtea",-3,2.69648382195601,1.78780290176129,5.7862548828125
638,15,1,"gnwtea",-2,2.61646829944937,1.73498845922536,6.02647256851196
638,15,1,"gnwtea",-1,4.38916338442002,3.09421882958248,9.51858139038086
638,15,1,"gnwtea",0,5.90856856521256,4.387279633818,9.1230058670044
638,15,1,"gadwal",-3,5.10132266363974,3.68411616621346,13.7633180618286
638,15,1,"gadwal",-2,6.86305342002673,4.28864543191318,14.4183568954468
638,15,1,"gadwal",-1,4.92937659120888,3.63497877120972,10.6585474014282
638,15,1,"gadwal",0,6.30141855034081,4.47938302467609,9.86227989196777
638,15,1,"ambduc",-3,0,0.000577581789473008,0.0167498718947172
638,15,1,"ambduc",-2,0,0.000487179848654517,0.014128215610981
638,15,1,"ambduc",-1,0,0,0
638,15,1,"ambduc",0,0,0,0
638,15,1,"rudduc",-3,0.0131203242560233,0.0121197227773995,0.351471960544586
638,15,1,"rudduc",-2,0.0265458634542993,0.024521383745917,0.711120128631592
638,15,1,"rudduc",-1,0.129482434067451,0.525138583676568,3.46862196922302
638,15,1,"rudduc",0,0.220060600819992,1.16423069197556,6.5291633605957
638,15,1,"rethaw",-3,0.193934918938685,0.190276967040424,0.239502474665642
638,15,1,"rethaw",-2,0.210617997422827,0.197518325571356,0.239618092775345
638,15,1,"rethaw",-1,0.221040837594723,0.201066866003234,0.236005648970604
638,15,1,"rethaw",0,0.188221071355691,0.180369147452815,0.226894468069077
638,15,1,"truswa",-3,0.770545232290485,0.674111432042615,2.06282091140747
638,15,1,"truswa",-2,0.651739091881753,0.478472512343834,1.30921447277069
638,15,1,"truswa",-1,0.480086020117423,0.36009020435399,1.04093706607819
638,15,1,"truswa",0,0.450281459476355,0.339111504883602,0.95726865530014
638,15,1,"grhowl",-3,0.142944078523185,0.135530140122463,0.189246967434883
638,15,1,"grhowl",-2,0.132578070377304,0.123295373700816,0.169327855110168
638,15,1,"grhowl",-1,0.136423725378,0.129009227814346,0.176506593823433
638,15,1,"grhowl",0,0.113904423503897,0.109859910761488,0.148979127407074
638,15,1,"amwpel",-3,0,0,0
638,15,1,"amwpel",-2,0.0760330484868189,0.12624755810047,2.03680062294006
638,15,1,"amwpel",-1,0.126056650326737,0.468092737526729,3.37685084342957
638,15,1,"amwpel",0,0.153798177419541,0.816808264831017,4.40332126617432
638,15,1,"baleag",-3,0.833395333390194,0.914239628561612,2.10150361061096
638,15,1,"baleag",-2,0.544041581981876,0.628316189708381,1.6206386089325
638,15,1,"baleag",-1,0.366953533041865,0.451615459446249,1.1929783821106
638,15,1,"baleag",0,0.269525029950803,0.280535405565952,0.828300416469574
638,15,1,"brdowl",-3,0,0,0
638,15,1,"brdowl",-2,0,0,0
638,15,1,"brdowl",-1,0,0,0
638,15,1,"brdowl",0,0,0,0
715,15,1,"mallar3",-3,13.6144292260523,14.0203917821248,19.9637088775635
715,15,1,"mallar3",-2,10.0393649295727,10.039065738519,14.5725975036621
715,15,1,"mallar3",-1,7.85235985244197,7.61444320281347,10.4366512298584
715,15,1,"mallar3",0,6.51548484512833,6.65304678678513,8.79023456573486
715,15,1,"cangoo",-3,28.9194011641643,30.4965362548828,48.9929466247559
715,15,1,"cangoo",-2,14.9477377934699,15.6124962965647,21.8741664886475
715,15,1,"cangoo",-1,6.92104278893627,7.24120406309764,10.7658195495605
715,15,1,"cangoo",0,5.2494904605684,5.53300378719966,8.23648452758789
715,15,1,"wooduc",-3,0.411973460581942,0.440041688581308,1.07603681087494
715,15,1,"wooduc",-2,1.14632355636287,1.21116791168849,1.42599761486053
715,15,1,"wooduc",-1,1.11388315904926,1.28634469707807,1.77346408367157
715,15,1,"wooduc",0,1.19255738507372,1.40062449872494,2.18459033966064
715,15,1,"buwtea",-3,0,0,0
715,15,1,"buwtea",-2,0.122138320596102,0.0628223444024722,0.430495202541351
715,15,1,"buwtea",-1,0.64066440859844,0.512323046724002,1.83030545711517
715,15,1,"buwtea",0,2.73934497573383,2.57312177618345,4.11973762512207
715,15,1,"commer",-3,0.195531281833027,0.404011632005374,3.75546216964722
715,15,1,"commer",-2,0.183434049098426,0.372184842824936,3.5175416469574
715,15,1,"commer",-1,0.139877692365841,0.278252437710762,2.56511425971985
715,15,1,"commer",0,0.114181476414568,0.225913579265277,2.00437426567078
715,15,1,"rinduc",-3,4.13317005567185,4.34545475244522,15.3548412322998
715,15,1,"rinduc",-2,4.0014203652271,5.39583577712377,15.3016862869263
715,15,1,"rinduc",-1,4.22640229141329,5.72668586174647,14.5348691940308
715,15,1,"rinduc",0,3.38555956213357,4.75079284111659,9.95626544952393
715,15,1,"comgol",-3,0.14988070340206,0.407493730386098,2.82530045509338
715,15,1,"comgol",-2,0.140375262872742,0.355404004454613,2.46390414237976
715,15,1,"comgol",-1,0.0842753432445821,0.222687487800916,1.62547409534454
715,15,1,"comgol",0,0.0601711625773387,0.148909057180087,1.00266897678375
715,15,1,"norsho",-3,0.348923666209506,0.2964191660285,1.6474015712738
715,15,1,"norsho",-2,0.924587266237986,1.18800926208496,3.42403745651245
715,15,1,"norsho",-1,1.8289084431288,1.59533295035362,3.88762092590332
715,15,1,"norsho",0,1.87499559679328,1.9273770203193,3.44708752632141
715,15,1,"buffle",-3,0.0629416461608025,0.166229814291,1.29100048542023
715,15,1,"buffle",-2,0.585762413207142,0.604714050889015,2.2271409034729
715,15,1,"buffle",-1,0.716422555809925,0.735713762541612,2.67173480987549
715,15,1,"buffle",0,0.81177217540401,0.907997012138367,2.53851795196533
715,15,1,"lessca",-3,0.225074296950201,0.665847480297089,5.14752817153931
715,15,1,"lessca",-2,1.80231620712193,1.79211670656999,7.82453489303589
715,15,1,"lessca",-1,2.70710296645131,2.95967290798823,9.42813110351562
715,15,1,"lessca",0,3.01425223439346,3.47684624791145,9.45909214019775
715,15,1,"rebmer",-3,0,0,0
715,15,1,"rebmer",-2,0,0,0
715,15,1,"rebmer",-1,0.0552018426373412,0.0629705463846525,0.784808874130249
715,15,1,"rebmer",0,0.0672825109302179,0.0843941792845726,1.06889963150024
715,15,1,"gnwtea",-3,0.893205284950731,0.63823967675368,2.98834705352783
715,15,1,"gnwtea",-2,1.14625233501395,0.719164724151293,3.10971975326538
715,15,1,"gnwtea",-1,4.35439906771944,3.21042915681998,7.45361375808716
715,15,1,"gnwtea",0,4.23195754072009,3.44236254692078,6.58759593963623
715,15,1,"gadwal",-3,0.817145682114949,0.62231682240963,4.65440893173218
715,15,1,"gadwal",-2,0.925739817955693,0.712357898553213,3.43908429145813
715,15,1,"gadwal",-1,1.96830088493664,1.64938002824783,3.81701850891113
715,15,1,"gadwal",0,2.28794301066002,1.95042784512043,4.92126989364624
715,15,1,"ambduc",-3,0,0,0
715,15,1,"ambduc",-2,0,0,0
715,15,1,"ambduc",-1,0,0,0
715,15,1,"ambduc",0,0,0,0
715,15,1,"rudduc",-3,0,0,0
715,15,1,"rudduc",-2,0,0,0
715,15,1,"rudduc",-1,0,0.00990837750335534,0.237801060080528
715,15,1,"rudduc",0,0,0.102112472057343,1.28836679458618
715,15,1,"rethaw",-3,0.202101575397409,0.22246987434725,0.275876522064209
715,15,1,"rethaw",-2,0.186937021246038,0.211939427380761,0.281400501728058
715,15,1,"rethaw",-1,0.198477173526096,0.210267189269265,0.268457740545273
715,15,1,"rethaw",0,0.206859681444135,0.216251381362478,0.263213485479355
715,15,1,"truswa",-3,1.40536826492549,1.57042926053206,2.26955008506775
715,15,1,"truswa",-2,1.1346434633065,1.266537360847,2.00489282608032
715,15,1,"truswa",-1,0.988850771332933,1.15147414555152,2.15731930732727
715,15,1,"truswa",0,0.646238545016054,1.14013869067033,1.99988448619843
715,15,1,"grhowl",-3,0.154577342892445,0.171449158030252,0.218180671334267
715,15,1,"grhowl",-2,0.144031485748163,0.159332398014764,0.2069381326437
715,15,1,"grhowl",-1,0.145849236317976,0.164263375724355,0.219735279679298
715,15,1,"grhowl",0,0.125200757963222,0.143267831454674,0.206728845834732
715,15,1,"amwpel",-3,0,0,0
715,15,1,"amwpel",-2,0,0.0585360527038574,1.40486526489258
715,15,1,"amwpel",-1,0.175345184867914,0.235572010278702,3.16083216667175
715,15,1,"amwpel",0,0.261344915424065,0.600000470876694,4.88031101226807
715,15,1,"baleag",-3,0.701219423182404,0.652769605318705,1.24887323379517
715,15,1,"baleag",-2,0.48174924388357,0.435221587618192,0.658601939678192
715,15,1,"baleag",-1,0.358413508853301,0.331904382755359,0.496686190366745
715,15,1,"baleag",0,0.249381460425339,0.26040565657119,0.343331724405289
715,15,1,"brdowl",-3,0,0,0
715,15,1,"brdowl",-2,0,0,0
715,15,1,"brdowl",-1,0,0,0
715,15,1,"brdowl",0,0,0,0
860,15,0,"mallar3",-3,21.4700803898346,18.2970500199691,31.3331413269043
860,15,0,"mallar3",-2,17.6756985692473,13.702845034392,24.3717498779297
860,15,0,"mallar3",-1,12.9799379322976,8.83531358967657,19.0122261047363
860,15,0,"mallar3",0,8.55938771222482,6.80278960518215,11.6292705535889
860,15,0,"cangoo",-3,55.1230038144395,56.3484584974206,71.3975296020508
860,15,0,"cangoo",-2,32.2185227385164,28.9727053434952,38.7310638427734
860,15,0,"cangoo",-1,14.3072090010507,12.5301910068678,17.6754570007324
860,15,0,"cangoo",0,7.88299120043412,7.79660645775173,10.1687793731689
860,15,0,"wooduc",-3,0.921013561320133,0.483677871849226,1.01584100723267
860,15,0,"wooduc",-2,1.25869630096257,1.12258683080259,1.35320365428925
860,15,0,"wooduc",-1,1.37557166593341,1.34476150637088,1.76699411869049
860,15,0,"wooduc",0,1.54986209968539,1.56971717917401,2.27749037742615
860,15,0,"buwtea",-3,0,0,0
860,15,0,"buwtea",-2,0,0,0
860,15,0,"buwtea",-1,0.357354166033727,0.695375774217688,2.05938196182251
860,15,0,"buwtea",0,1.48177368221414,1.43172076474065,3.03244066238403
860,15,0,"commer",-3,1.13809609549036,1.50336459926937,8.66570663452148
860,15,0,"commer",-2,2.0958482855852,1.44906933411308,6.25543308258057
860,15,0,"commer",-1,1.94404484750458,1.11073144622471,3.93873143196106
860,15,0,"commer",0,0.182676101625704,0.607136716013369,2.81302881240845
860,15,0,"rinduc",-3,7.0486756905631,5.44064977894659,15.9604320526123
860,15,0,"rinduc",-2,9.09473440139611,6.8561371927676,18.3784332275391
860,15,0,"rinduc",-1,11.4716645340432,7.87924658733865,18.1741466522217
860,15,0,"rinduc",0,10.5492993249638,7.3055040732674,16.7551155090332
860,15,0,"comgol",-3,1.76681510648657,1.53992525909258,5.33648729324341
860,15,0,"comgol",-2,3.06463571808589,1.90723085403442,5.76213264465332
860,15,0,"comgol",-1,1.64109464742574,1.0991819008537,4.04422569274902
860,15,0,"comgol",0,0.332053459864824,1.01905733087788,4.82620573043823
860,15,0,"norsho",-3,0.0844322328667775,0.174772280713786,1.03078258037567
860,15,0,"norsho",-2,0.358521601103585,0.518835575684257,2.31282687187195
860,15,0,"norsho",-1,3.63242510573912,1.72900042326554,6.0705509185791
860,15,0,"norsho",0,3.60417448979756,1.82706326505412,5.8912205696106
860,15,0,"buffle",-3,0.129407529353687,0.20827426728995,0.927856504917145
860,15,0,"buffle",-2,1.1035543062811,0.498141853705697,1.73647677898407
860,15,0,"buffle",-1,1.9338077364278,1.09871280452479,3.11666107177734
860,15,0,"buffle",0,1.9216031360271,1.46956378739813,3.94314813613892
860,15,0,"lessca",-3,0.622167980256791,1.20536407180454,6.13012742996216
860,15,0,"lessca",-2,3.98392739729516,1.86949601380721,7.40933609008789
860,15,0,"lessca",-1,5.78510659434811,3.48987037202586,11.7409009933472
860,15,0,"lessca",0,8.01675290835081,5.34116419501927,17.1159038543701
860,15,0,"rebmer",-3,0,0,0
860,15,0,"rebmer",-2,0,0.0856088944103407,0.790019035339355
860,15,0,"rebmer",-1,0,0.157788141914036,1.15537178516388
860,15,0,"rebmer",0,1.03698923967668,0.414230605830317,1.69780850410461
860,15,0,"gnwtea",-3,0.422377766717601,0.694283361020295,2.66667079925537
860,15,0,"gnwtea",-2,0.394388762238522,0.502066130223481,2.69633865356445
860,15,0,"gnwtea",-1,0.854786911808218,1.4206249817558,5.99260091781616
860,15,0,"gnwtea",0,0.670166730341489,1.20000073184138,5.07601022720337
860,15,0,"gadwal",-3,2.70282960466921,1.84040227143661,6.14455556869507
860,15,0,"gadwal",-2,2.56976113996902,1.30455128524614,4.11036586761475
860,15,0,"gadwal",-1,3.36118539216162,1.95638096850851,5.47351026535034
860,15,0,"gadwal",0,2.84143814457615,1.91779507761416,4.84528923034668
860,15,0,"ambduc",-3,0,0,0
860,15,0,"ambduc",-2,0,0,0
860,15,0,"ambduc",-1,0,0,0
860,15,0,"ambduc",0,0,0,0
860,15,0,"rudduc",-3,0,0,0
860,15,0,"rudduc",-2,0,0,0
860,15,0,"rudduc",-1,0,0,0
860,15,0,"rudduc",0,0.0690458689105937,0.0366495510806208,0.842939674854279
860,15,0,"rethaw",-3,0.230973104697155,0.23610123668028,0.349011838436127
860,15,0,"rethaw",-2,0.250256802633509,0.263002421544946,0.407093077898026
860,15,0,"rethaw",-1,0.242570717046485,0.2593480128309,0.403605908155441
860,15,0,"rethaw",0,0.223514292754337,0.252111013816751,0.346495389938354
860,15,0,"truswa",-3,1.79116681330574,1.33904291235882,2.22898364067078
860,15,0,"truswa",-2,1.47415161114862,1.1760910982671,1.74663460254669
860,15,0,"truswa",-1,1.33139850728965,1.14325704522755,1.68776381015778
860,15,0,"truswa",0,0.713971264174552,0.723429806854414,1.2792661190033
860,15,0,"grhowl",-3,0.094329247938872,0.158355811043926,0.249684974551201
860,15,0,"grhowl",-2,0.0851217894366146,0.149713259028352,0.235690653324127
860,15,0,"grhowl",-1,0.0870350757832077,0.152758951096431,0.232902526855469
860,15,0,"grhowl",0,0.0800325695726416,0.133705448845158,0.234857767820358
860,15,0,"amwpel",-3,0,0,0
860,15,0,"amwpel",-2,0,0.285458010175954,2.81976890563965
860,15,0,"amwpel",-1,0,0.35007817848869,3.22387838363647
860,15,0,"amwpel",0,0.533232659495569,1.03003936228545,4.20036792755127
860,15,0,"baleag",-3,0.750156996292264,0.597054195144902,0.878863036632538
860,15,0,"baleag",-2,0.66506874966882,0.470428833495016,0.832799255847931
860,15,0,"baleag",-1,0.637013887449128,0.427624549554742,0.840460360050201
860,15,0,"baleag",0,0.393218957758506,0.30955628791581,0.462869107723236
860,15,0,"brdowl",-3,0,0,0
860,15,0,"brdowl",-2,0,0,0
860,15,0,"brdowl",-1,0,0,0
860,15,0,"brdowl",0,0,0,0
871,15,1,"mallar3",-3,9.43425332287813,7.72705578804016,15.3366565704346
871,15,1,"mallar3",-2,7.68098742057434,6.57724204270736,13.0150289535522
871,15,1,"mallar3",-1,6.07472701608059,5.27262437861899,10.6462631225586
871,15,1,"mallar3",0,5.58010891526134,5.2181498589723,9.2246561050415
871,15,1,"cangoo",-3,15.2627626963967,14.5196288979572,27.4970836639404
871,15,1,"cangoo",-2,12.5005366836248,11.466162018154,19.8945770263672
871,15,1,"cangoo",-1,6.63493707997526,5.58567109315292,9.20357608795166
871,15,1,"cangoo",0,5.57631005473084,4.90353988564533,6.80255603790283
871,15,1,"wooduc",-3,0.834965434944431,0.596440369668214,1.57769477367401
871,15,1,"wooduc",-2,1.3362347575192,1.26523290250612,2.26148056983948
871,15,1,"wooduc",-1,1.17375646007816,1.12852675500123,1.93608200550079
871,15,1,"wooduc",0,1.13319369780086,1.10734294549279,1.85508584976196
871,15,1,"buwtea",-3,0,0,0
871,15,1,"buwtea",-2,0,0,0
871,15,1,"buwtea",-1,0.0393150797174786,0.107790934002918,0.920428991317749
871,15,1,"buwtea",0,0.745813380415835,0.57218320991682,1.65489506721497
871,15,1,"commer",-3,0,0.132883165193641,3.05631279945374
871,15,1,"commer",-2,0.527822532210164,0.322860608930173,4.82712125778198
871,15,1,"commer",-1,0.452894936460552,0.277835488319397,3.82566571235657
871,15,1,"commer",0,0,0.152913596319116,2.42294001579285
871,15,1,"rinduc",-3,0,0.329727649688721,7.58373594284058
871,15,1,"rinduc",-2,0.346042561336068,1.23883884886037,6.81493091583252
871,15,1,"rinduc",-1,1.93986588833491,1.84491274667823,7.18128347396851
871,15,1,"rinduc",0,2.80710719393181,2.20077295925306,6.44376707077026
871,15,1,"comgol",-3,2.6349536144271,1.26999886139579,9.8407154083252
871,15,1,"comgol",-2,2.2305108617464,1.05379407302193,7.96700286865234
871,15,1,"comgol",-1,1.70176670442003,0.869471026503521,7.32213830947876
871,15,1,"comgol",0,2.88531497941947,1.47873264810313,14.5253238677979
871,15,1,"norsho",-3,0,0,0
871,15,1,"norsho",-2,0,0.0922727766244308,1.37831246852875
871,15,1,"norsho",-1,0.107184737804468,0.175778155741484,1.30764496326447
871,15,1,"norsho",0,0.130413178622798,0.293505176253941,2.31865978240967
871,15,1,"buffle",-3,0,0.0198920965194702,0.457518219947815
871,15,1,"buffle",-2,0.0735567435203914,0.165455535702083,1.02008211612701
871,15,1,"buffle",-1,0.344337821587038,0.309640614882759,1.61741399765015
871,15,1,"buffle",0,0.454601826705641,0.454206075357354,1.7796311378479
871,15,1,"lessca",-3,0,0,0
871,15,1,"lessca",-2,0,0.174182098844777,2.43028569221497
871,15,1,"lessca",-1,0.976570487523565,0.767536225526229,4.48704862594604
871,15,1,"lessca",0,1.29040007351413,1.2513066685718,5.88295984268188
871,15,1,"rebmer",-3,0,0,0
871,15,1,"rebmer",-2,0,0,0
871,15,1,"rebmer",-1,0,0,0
871,15,1,"rebmer",0,0,0.0432009593300197,0.993622064590454
871,15,1,"gnwtea",-3,0,0,0
871,15,1,"gnwtea",-2,0,0,0
871,15,1,"gnwtea",-1,0,0.114853122959966,1.37028455734253
871,15,1,"gnwtea",0,0,0.208805120509604,2.21479272842407
871,15,1,"gadwal",-3,0,0,0
871,15,1,"gadwal",-2,0,0.029181446718133,0.671173274517059
871,15,1,"gadwal",-1,0,0.0538293434225995,1.23807489871979
871,15,1,"gadwal",0,0,0.0627657226894213,1.44361162185669
871,15,1,"ambduc",-3,0,0,0
871,15,1,"ambduc",-2,0,0,0
871,15,1,"ambduc",-1,0,0,0
871,15,1,"ambduc",0,0,0,0
871,15,1,"rudduc",-3,0,0,0
871,15,1,"rudduc",-2,0,0,0
871,15,1,"rudduc",-1,0,0,0
871,15,1,"rudduc",0,0,0,0
871,15,1,"rethaw",-3,0.197743582859475,0.210844435121702,0.271215349435806
871,15,1,"rethaw",-2,0.20189423119226,0.218077373245488,0.283329486846924
871,15,1,"rethaw",-1,0.198564596107976,0.212447371819745,0.27872034907341
871,15,1,"rethaw",0,0.223475333079284,0.236264254735864,0.29351395368576
871,15,1,"truswa",-3,1.14261059986809,0.935013872125874,1.97536146640778
871,15,1,"truswa",-2,0.869979122015472,0.590794972751452,1.46366548538208
871,15,1,"truswa",-1,0.327834822734727,0.394970074943874,1.13950312137604
871,15,1,"truswa",0,0,0.12310795939487,0.87602961063385
871,15,1,"grhowl",-3,0.134338060855939,0.149164510809857,0.260197252035141
871,15,1,"grhowl",-2,0.1256538597182,0.137543427555457,0.223002329468727
871,15,1,"grhowl",-1,0.118055308283421,0.130305880113788,0.221883878111839
871,15,1,"grhowl",0,0.110007084276904,0.1235383519012,0.220031931996346
871,15,1,"amwpel",-3,0,0,0
871,15,1,"amwpel",-2,0,0,0
871,15,1,"amwpel",-1,0,0,0
871,15,1,"amwpel",0,0,0.240916801535565,3.31737923622131
871,15,1,"baleag",-3,0.529772772781136,0.517405162686887,0.770005404949188
871,15,1,"baleag",-2,0.58241089749898,0.535889085220254,0.956273436546326
871,15,1,"baleag",-1,0.536660686782513,0.470438559418139,0.77660471200943
871,15,1,"baleag",0,0.402495416313455,0.387023086133211,0.56806218624115
871,15,1,"brdowl",-3,0,0.0436638509449751,0.297363102436066
871,15,1,"brdowl",-2,0,0.0245303867951683,0.2325070053339
871,15,1,"brdowl",-1,0,0.025966328771218,0.238897889852524
871,15,1,"brdowl",0,0,0.0365336854820666,0.28032249212265
872,15,1,"mallar3",-3,7.8414206459005,7.29173015511554,12.2640085220337
872,15,1,"mallar3",-2,7.24788256953209,6.64214926180632,9.20224761962891
872,15,1,"mallar3",-1,6.17585141425733,5.71887456852457,9.71826457977295
872,15,1,"mallar3",0,6.62431652234788,5.9484729870506,10.0486268997192
872,15,1,"cangoo",-3,17.0285642604917,15.1127344214398,26.1197185516357
872,15,1,"cangoo",-2,12.721704173359,11.3900938034058,19.8945770263672
872,15,1,"cangoo",-1,5.96343025171669,5.79700038744056,7.86003494262695
872,15,1,"cangoo",0,5.38095669264942,5.30592789857284,6.84031391143799
872,15,1,"wooduc",-3,0.242727322033593,0.471267137838447,1.57769477367401
872,15,1,"wooduc",-2,1.13661984604046,1.18004640029824,2.26148056983948
872,15,1,"wooduc",-1,1.01359639757593,1.06266044792922,1.93608200550079
872,15,1,"wooduc",0,1.0892037815362,1.07997823279837,1.85508584976196
872,15,1,"buwtea",-3,0,0,0
872,15,1,"buwtea",-2,0,0,0
872,15,1,"buwtea",-1,0,0.102930918983791,0.688236892223358
872,15,1,"buwtea",0,1.45415108560323,1.01678630580073,2.18802380561829
872,15,1,"commer",-3,0,0.132883165193641,3.05631279945374
872,15,1,"commer",-2,0,0.209874837294869,4.82712125778198
872,15,1,"commer",-1,0,0.16633329184159,3.82566571235657
872,15,1,"commer",0,0,0.10534521807795,2.42294001579285
872,15,1,"rinduc",-3,0,0,0
872,15,1,"rinduc",-2,0,0.62447596632916,4.37487125396729
872,15,1,"rinduc",-1,0.632644531500096,1.31211334726085,5.37679672241211
872,15,1,"rinduc",0,0.796263999837212,1.66319146363632,4.99590444564819
872,15,1,"comgol",-3,0,0.942125963128132,9.8407154083252
872,15,1,"comgol",-2,0,0.778379098228786,7.96700286865234
872,15,1,"comgol",-1,0,0.654770612716675,7.32213830947876
872,15,1,"comgol",0,0,1.14842416929162,14.5253238677979
872,15,1,"norsho",-3,0,0,0
872,15,1,"norsho",-2,0,0.0472825558289237,1.08749878406525
872,15,1,"norsho",-1,0.850781137804753,0.500953653584356,1.8335497379303
872,15,1,"norsho",0,1.29439538908151,0.858917775361434,2.70765900611877
872,15,1,"buffle",-3,0,0,0
872,15,1,"buffle",-2,0,0.10481974352961,0.631600797176361
872,15,1,"buffle",-1,0,0.162819419218146,0.995331466197968
872,15,1,"buffle",0,0.0619047165372743,0.335924713507943,1.38485503196716
872,15,1,"lessca",-3,0,0,0
872,15,1,"lessca",-2,0,0,0
872,15,1,"lessca",-1,0,0.432411411534185,3.23203778266907
872,15,1,"lessca",0,0,0.803045718566231,4.76333236694336
872,15,1,"rebmer",-3,0,0,0
872,15,1,"rebmer",-2,0,0,0
872,15,1,"rebmer",-1,0,0,0
872,15,1,"rebmer",0,0,0.0432009593300197,0.993622064590454
872,15,1,"gnwtea",-3,0,0,0
872,15,1,"gnwtea",-2,0,0,0
872,15,1,"gnwtea",-1,1.43989355952311,0.90354031065236,3.09639406204224
872,15,1,"gnwtea",0,2.19424217585222,1.41899908625561,4.74834394454956
872,15,1,"gadwal",-3,0,0,0
872,15,1,"gadwal",-2,0,0,0
872,15,1,"gadwal",-1,0.229399535319145,0.226598791454149,1.23748922348022
872,15,1,"gadwal",0,0.30333583742512,0.316616576650868,1.75733160972595
872,15,1,"ambduc",-3,0,0,0
872,15,1,"ambduc",-2,0,0,0
872,15,1,"ambduc",-1,0,0,0
872,15,1,"ambduc",0,0,0,0
872,15,1,"rudduc",-3,0,0,0
872,15,1,"rudduc",-2,0,0,0
872,15,1,"rudduc",-1,0,0,0
872,15,1,"rudduc",0,0,0,0
872,15,1,"rethaw",-3,0.24092462551574,0.211718739374824,0.285234242677689
872,15,1,"rethaw",-2,0.224402782623832,0.213610474830088,0.275046676397324
872,15,1,"rethaw",-1,0.212402752525372,0.209960978316224,0.27872034907341
872,15,1,"rethaw",0,0.239463055328486,0.236096812979035,0.282458364963531
872,15,1,"truswa",-3,1.73418639229836,1.26666189535804,2.45333051681519
872,15,1,"truswa",-2,1.28419152449379,0.908774350000464,2.28794264793396
872,15,1,"truswa",-1,0.862105052966384,0.64492051238599,1.74835181236267
872,15,1,"truswa",0,0,0.220639511294987,1.39422500133514
872,15,1,"grhowl",-3,0.11597460527515,0.134230632496917,0.187905013561249
872,15,1,"grhowl",-2,0.112306355384579,0.127465109786262,0.176241382956505
872,15,1,"grhowl",-1,0.105221453298001,0.120118170328762,0.166325464844704
872,15,1,"grhowl",0,0.096245869741804,0.11339805048445,0.155701383948326
872,15,1,"amwpel",-3,0,0,0
872,15,1,"amwpel",-2,0,0,0
872,15,1,"amwpel",-1,0,0,0
872,15,1,"amwpel",0,0,0.144233879835709,3.31737923622131
872,15,1,"baleag",-3,0.525370979542226,0.579564566197603,1.36165416240692
872,15,1,"baleag",-2,0.472327086046537,0.519773023284,1.0518981218338
872,15,1,"baleag",-1,0.431427031403975,0.464497434056323,0.76101279258728
872,15,1,"baleag",0,0.349543355633249,0.386667207531307,0.56806218624115
872,15,1,"brdowl",-3,0,0.00867560700229976,0.199538961052895
872,15,1,"brdowl",-2,0,0.00721108330332714,0.165854915976524
872,15,1,"brdowl",-1,0,0.00763665074887483,0.175642967224121
872,15,1,"brdowl",0,0,0.00907139350538668,0.208642050623894
979,15,1,"mallar3",-3,4.90370123585728,5.57549410280974,10.1455898284912
979,15,1,"mallar3",-2,5.499643235625,6.24400717279185,10.7078218460083
979,15,1,"mallar3",-1,4.66862516790192,5.42667191961537,8.23504066467285
979,15,1,"mallar3",0,3.95825314138602,4.65940514854763,6.70426225662231
979,15,1,"cangoo",-3,14.3400849029436,17.459982332976,27.6023006439209
979,15,1,"cangoo",-2,12.2331742168073,14.0355780642966,19.4602432250977
979,15,1,"cangoo",-1,5.69981892995487,6.3528472651606,8.24587917327881
979,15,1,"cangoo",0,3.72025164981006,4.30004558355912,6.20887470245361
979,15,1,"wooduc",-3,0,0.325857307599938,0.985202610492706
979,15,1,"wooduc",-2,0.955589188916462,1.17200838742049,1.70557916164398
979,15,1,"wooduc",-1,1.09592785302281,1.25884500793789,1.96392750740051
979,15,1,"wooduc",0,1.17331322822135,1.29824040247046,1.98284196853638
979,15,1,"buwtea",-3,0,0,0
979,15,1,"buwtea",-2,0,0,0
979,15,1,"buwtea",-1,0,0.0254404881726141,0.585131227970123
979,15,1,"buwtea",0,0.360567575092562,0.508390447367792,1.4676479101181
