outbreak_id,premises,state,state_name,flyway,herd_flock_type,production_type,link,lon,lat,week_id,iso_year,iso_week,week_start,case_week_start,is_case_week,lag_weeks_from_case
2,Matanuska Susitna 01,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.32593,61.56419,2022-W46,2022,46,2022-11-14,2022-04-25,0,29
2,Matanuska Susitna 01,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.32593,61.56419,2022-W47,2022,47,2022-11-21,2022-04-25,0,30
2,Matanuska Susitna 01,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.32593,61.56419,2022-W48,2022,48,2022-11-28,2022-04-25,0,31
2,Matanuska Susitna 01,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.32593,61.56419,2022-W49,2022,49,2022-12-05,2022-04-25,0,32
2,Matanuska Susitna 01,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.32593,61.56419,2022-W50,2022,50,2022-12-12,2022-04-25,0,33
2,Matanuska Susitna 01,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.32593,61.56419,2022-W51,2022,51,2022-12-19,2022-04-25,0,34
2,Matanuska Susitna 01,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.32593,61.56419,2022-W52,2022,52,2022-12-26,2022-04-25,0,35
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2021-W46,2021,46,2021-11-15,2022-10-03,0,-46
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2021-W47,2021,47,2021-11-22,2022-10-03,0,-45
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2021-W48,2021,48,2021-11-29,2022-10-03,0,-44
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2021-W49,2021,49,2021-12-06,2022-10-03,0,-43
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2021-W50,2021,50,2021-12-13,2022-10-03,0,-42
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2021-W51,2021,51,2021-12-20,2022-10-03,0,-41
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2021-W52,2021,52,2021-12-27,2022-10-03,0,-40
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W01,2022,1,2022-01-03,2022-10-03,0,-39
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W02,2022,2,2022-01-10,2022-10-03,0,-38
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W03,2022,3,2022-01-17,2022-10-03,0,-37
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W04,2022,4,2022-01-24,2022-10-03,0,-36
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W05,2022,5,2022-01-31,2022-10-03,0,-35
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W06,2022,6,2022-02-07,2022-10-03,0,-34
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W07,2022,7,2022-02-14,2022-10-03,0,-33
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W08,2022,8,2022-02-21,2022-10-03,0,-32
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W09,2022,9,2022-02-28,2022-10-03,0,-31
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W10,2022,10,2022-03-07,2022-10-03,0,-30
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W11,2022,11,2022-03-14,2022-10-03,0,-29
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W12,2022,12,2022-03-21,2022-10-03,0,-28
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W13,2022,13,2022-03-28,2022-10-03,0,-27
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W14,2022,14,2022-04-04,2022-10-03,0,-26
